Time,Displacement,Force
9.189164,9.189164,-1.119321
9.2955274,9.2955274,-1.153656
9.4036478,9.4036478,-0.9366588
9.4317439,9.4317439,-0.7059276
9.5955769,9.5955769,-0.9462726
9.7031205,9.7031205,-1.3019832
9.7957926,9.7957926,-1.4942592
9.8282786,9.8282786,-0.9517662
9.9904678,9.9904678,-0.9160578
10.0257771,10.0257771,-1.5134868
10.1852047,10.1852047,-1.4159754
10.295535,10.295535,-1.5643026
10.4101637,10.4101637,-1.4173488
10.4334466,10.4334466,-1.3294512
10.5294928,10.5294928,-1.1660166
10.69677,10.69677,-0.8899632
10.7274193,10.7274193,-1.2992364
10.897881,10.897881,-1.4956326
10.9249065,10.9249065,-1.3788936
11.1002523,11.1002523,-1.2470472
11.1330305,11.1330305,-1.146789
11.3052972,11.3052972,-1.1014668
11.3307285,11.3307285,-1.2278196
11.4289557,11.4289557,-0.9531396
11.6009507,11.6009507,-0.7471296
11.6262027,11.6262027,-1.1097072
11.724753,11.724753,-1.0479042
11.8988449,11.8988449,-1.0451574
11.9329122,11.9329122,-1.3225842
12.1094295,12.1094295,-1.4681646
12.1353692,12.1353692,-1.4393232
12.230204,12.230204,-1.4709114
12.3290489,12.3290489,-1.3473054
12.5066675,12.5066675,-0.762237
12.5335693,12.5335693,-1.2621546
12.6266636,12.6266636,-1.5299676
12.7255361,12.7255361,-1.1234412
12.9112621,12.9112621,-1.119321
12.9392582,12.9392582,-1.1371752
13.0389583,13.0389583,-1.2072186
13.1631257,13.1631257,-1.1303082
13.2617419,13.2617419,-1.1028402
13.3842667,13.3842667,-1.3706532
13.5102417,13.5102417,-1.5162336
13.5379228,13.5379228,-1.0945998
13.6328319,13.6328319,-1.0767456
13.7328734,13.7328734,-0.8267868
13.8333221,13.8333221,-0.9517662
14.0147029,14.0147029,-1.4722848
14.0311618,14.0311618,-1.3624128
14.2134766,14.2134766,-0.9778608
14.2293111,14.2293111,-1.1220678
14.3288584,14.3288584,-1.263528
14.4277589,14.4277589,-1.2827556
14.6103363,14.6103363,-1.222326
14.625562,14.625562,-1.1550294
14.7244784,14.7244784,-1.1577762
14.9096778,14.9096778,-1.3898808
14.9410241,14.9410241,-1.792287
15.034981,15.034981,-1.5368346
15.1329031,15.1329031,-1.1728836
15.2523417,15.2523417,-1.421469
15.3493279,15.3493279,-1.5533154
15.4466378,15.4466378,-1.3212108
15.5441315,15.5441315,-1.3541724
15.6405032,15.6405032,-1.5162336
15.7369391,15.7369391,-1.3033566
15.8333142,15.8333142,-1.2649014
15.9310836,15.9310836,-1.0273032
16.0286939,16.0286939,-0.9723672
16.1277192,16.1277192,-1.2030984
16.2265066,16.2265066,-1.194858
16.3245896,16.3245896,-1.1618964
16.4245458,16.4245458,-0.9668736
16.5331453,16.5331453,-1.071252
16.632154,16.632154,-0.9462726
16.7305798,16.7305798,-1.0382904
16.8300031,16.8300031,-0.8762292
16.9290576,16.9290576,-0.796572
17.0277299,17.0277299,-1.387134
17.2207539,17.2207539,-1.2374334
17.2500846,17.2500846,-1.3514256
17.3508847,17.3508847,-1.0685052
17.4520171,17.4520171,-1.133055
17.5805866,17.5805866,-1.1591496
17.6853467,17.6853467,-0.8020656
17.7907297,17.7907297,-0.611163
17.8996982,17.8996982,-0.9380322
17.9278038,17.9278038,-1.3280778
18.0247754,18.0247754,-1.30473
18.1435533,18.1435533,-1.2717684
18.247166,18.247166,-1.1934846
18.3460842,18.3460842,-1.270395
18.4511419,18.4511419,-1.1577762
18.5834591,18.5834591,-1.0492776
18.7189922,18.7189922,-1.194858
18.7487665,18.7487665,-1.2264462
18.8508689,18.8508689,-1.1303082
18.9543286,18.9543286,-0.8885898
19.0589687,19.0589687,-0.4861836
19.1636689,19.1636689,-0.6070428
19.2362156,19.2362156,-1.4187222
19.393456,19.393456,-1.2717684
19.5012551,19.5012551,-1.050651
19.6120938,19.6120938,-1.3445586
19.6422672,19.6422672,-1.5299676
19.7433929,19.7433929,-1.5807834
19.8473475,19.8473475,-1.6357194
19.9519014,19.9519014,-1.4049882
20.0537935,20.0537935,-1.545075
20.1604833,20.1604833,-1.5821568
20.2961098,20.2961098,-1.2813822
20.3304903,20.3304903,-1.1179476
20.4330196,20.4330196,-0.851508
20.5370914,20.5370914,-0.8666154
20.6425528,20.6425528,-1.359666
20.7480677,20.7480677,-1.0204362
20.8553149,20.8553149,-1.4297094
20.962106,20.962106,-1.5643026
21.0695866,21.0695866,-1.0382904
21.179288,21.179288,-0.672966
21.2900242,21.2900242,-0.7430094
21.4013383,21.4013383,-1.1097072
21.5147724,21.5147724,-1.105587
21.6290447,21.6290447,-1.2827556
21.7630799,21.7630799,-1.3637862
21.8707303,21.8707303,-1.160523
21.984389,21.984389,-1.0561446
22.1293983,22.1293983,-0.7526232
22.2656067,22.2656067,-0.9998352
22.3788262,22.3788262,-1.2882492
22.5231807,22.5231807,-1.318464
22.5376919,22.5376919,-0.8624952
22.6368101,22.6368101,-1.0176894
22.7460338,22.7460338,-1.256661
22.8568337,22.8568337,-1.2333132
22.9697505,22.9697505,-1.4049882
23.0841786,23.0841786,-1.2937428
23.2046548,23.2046548,-1.0794924
23.2390073,23.2390073,-1.4681646
23.3500481,23.3500481,-1.2003516
23.4619797,23.4619797,-1.1687634
23.5747169,23.5747169,-0.9160578
23.6872813,23.6872813,-1.2937428
23.8054751,23.8054751,-1.497006
23.8388479,23.8388479,-1.4448168
23.9461255,23.9461255,-1.222326
24.0616911,24.0616911,-1.3734
24.2097592,24.2097592,-1.3088502
24.243669,24.243669,-1.2195792
24.357155,24.357155,-1.2607812
24.4718233,24.4718233,-1.0808658
24.5894123,24.5894123,-1.1371752
24.7091139,24.7091139,-0.8830962
24.8323822,24.8323822,-0.9078174
24.947003,24.947003,-1.0657584
25.0620104,25.0620104,-1.249794
25.1786911,25.1786911,-1.5876504
25.2975798,25.2975798,-1.7909136
25.4184804,25.4184804,-1.208592
25.5407307,25.5407307,-1.3349448
25.6796707,25.6796707,-1.1646432
25.7982062,25.7982062,-1.4091084
25.919281,25.919281,-1.3363182
25.9403753,25.9403753,-0.8542548
26.0394474,26.0394474,-1.3033566
26.1560192,26.1560192,-1.689282
26.2735058,26.2735058,-0.9435258
26.3928399,26.3928399,-1.0149426
26.5166406,26.5166406,-1.2113388
26.5352089,26.5352089,-1.1206944
26.7619983,26.7619983,-1.036917
26.9199212,26.9199212,-1.2278196
26.9576057,26.9576057,-1.503873
27.0763643,27.0763643,-1.5272208
27.1997079,27.1997079,-1.4873922
27.3249395,27.3249395,-1.4722848
27.3370551,27.3370551,-1.7565786
27.4451334,27.4451334,-1.2456738
27.5662099,27.5662099,-1.3994946
27.6895769,27.6895769,-1.2758886
27.81464,27.81464,-1.112454
27.8330808,27.8330808,-1.1550294
27.9363818,27.9363818,-1.0067022
28.0627327,28.0627327,-0.913311
28.187899,28.187899,-1.1412954
28.3191062,28.3191062,-1.524474
28.3380293,28.3380293,-1.4915124
28.4526859,28.4526859,-1.1220678
28.5773867,28.5773867,-1.3102236
28.7039918,28.7039918,-1.394001
28.8343323,28.8343323,-1.6096248
28.9571256,28.9571256,-1.551942
29.08571,29.08571,-1.229193
29.2138071,29.2138071,-1.4310828
29.2300434,29.2300434,-1.407735
29.3398793,29.3398793,-0.9723672
29.4643108,29.4643108,-0.947646
29.5916173,29.5916173,-1.23606
29.72136,29.72136,-1.1770038
29.7348352,29.7348352,-1.4805252
29.8472958,29.8472958,-1.5505686
30.00011,30.00011,-1.1921112
30.1314274,30.1314274,-1.078119
30.256129,30.256129,-0.8487612
30.3832695,30.3832695,-1.1481624
30.5128839,30.5128839,-1.476405
30.5270674,30.5270674,-1.5423282
30.6403238,30.6403238,-1.1206944
30.7679909,30.7679909,-1.1976048
30.897498,30.897498,-1.222326
31.0299378,31.0299378,-1.229193
31.0423499,31.0423499,-1.3898808
31.15836,31.15836,-1.2923694
31.2880556,31.2880556,-1.352799
31.4208495,31.4208495,-1.339065
31.438086,31.438086,-0.9091908
31.5516889,31.5516889,-0.9806076
31.6818559,31.6818559,-0.8501346
31.8156895,31.8156895,-1.1426688
31.8337949,31.8337949,-1.1385486
31.9451277,31.9451277,-1.2539142
32.0757195,32.0757195,-1.723617
32.2086757,32.2086757,-1.4997528
32.3454823,32.3454823,-1.5052464
32.4760998,32.4760998,-1.6055046
32.6101888,32.6101888,-1.4159754
32.6269076,32.6269076,-1.0836126
32.7419248,32.7419248,-1.4338296
32.8744262,32.8744262,-2.018898
33.0099101,33.0099101,-1.4475636
33.0356558,33.0356558,-1.2030984
33.1337767,33.1337767,-0.9847278
33.301571,33.301571,-1.1358018
33.442626,33.442626,-1.1509092
33.6018048,33.6018048,-1.352799
33.7365299,33.7365299,-0.9764874
33.865643,33.865643,-0.988848
33.9964664,33.9964664,-1.1577762
34.1316359,34.1316359,-1.3541724
34.2605058,34.2605058,-1.3816404
34.3931805,34.3931805,-1.2813822
34.5285732,34.5285732,-1.4681646
34.6587823,34.6587823,-1.2333132
34.7985007,34.7985007,-1.1165742
34.9396091,34.9396091,-0.9984618
35.0721354,35.0721354,-0.8322804
35.2103934,35.2103934,-0.8542548
35.3500307,35.3500307,-1.2127122
35.4847942,35.4847942,-1.0355436
35.6229271,35.6229271,-1.146789
35.6378955,35.6378955,-1.4516838
35.7589459,35.7589459,-2.3952096
35.9015202,35.9015202,-22.61028418
35.9279083,35.9279083,-93.52441973
36.0262913,36.0262913,-206.33686905
36.1959993,36.1959993,-305.47025438
36.2334443,36.2334443,-340.90809455
36.3350834,36.3350834,-345.25627895
36.4751693,36.4751693,-354.07625374
36.5331647,36.5331647,-366.68406573
36.629099,36.629099,-377.25512553
36.7489526,36.7489526,-378.04895072
36.8275115,36.8275115,-379.02406472
37.0323257,37.0323257,-380.71472012
37.135921,37.135921,-381.83404112
37.3506589,37.3506589,-381.81069332
37.4362408,37.4362408,-382.93688132
37.6284238,37.6284238,-386.27836352
37.7310856,37.7310856,-390.02911892
37.8959675,37.8959675,-397.62676771
37.9271456,37.9271456,-402.71933491
38.028857,38.028857,-404.16689851
38.1743579,38.1743579,-412.8165717
38.2349725,38.2349725,-438.48267088
38.3320145,38.3320145,-484.63852465
38.4565075,38.4565075,-510.82514243
38.5311042,38.5311042,-515.42328562
38.7375137,38.7375137,-547.3314878
38.8293368,38.8293368,-557.31335899
39.0220939,39.0220939,-735.03681246
39.1282957,39.1282957,-916.73625893
39.2938411,39.2938411,-1136.18497777
