Time,Displacement,Force
0.026565,0.0221375,0.58015745
0.162307,0.13525583333333335,0.52827345
0.2531273,0.21093941666666668,1.13201455
0.3418926,0.2849105,0.91032836
0.4356231,0.36301925,1.01881309
0.5285122,0.4404268333333333,0.64147491
0.6209678,0.5174731666666667,0.830144
0.723196,0.6026633333333333,0.95277891
0.8216702,0.6847251666666667,0.54714036
0.9221821,0.7684850833333333,0.49997309
1.019447,0.8495391666666667,0.570724
1.1198522,0.9332101666666667,0.622608
1.2230052,1.019171,0.88674473
1.3225809,1.10215075,0.74524291
1.4199038,1.1832531666666666,0.47167273
1.5179419,1.2649515833333334,0.86787782
1.6162291,1.3468575833333334,0.933912
1.7172084,1.4310070000000001,0.77354327
1.8221649,1.51847075,1.04711345
1.9321192,1.6100993333333333,1.08013055
2.0285771,1.6904809166666668,1.02352982
2.1287941,1.7739950833333333,0.882028
2.2314373,1.8595310833333334,1.04711345
2.3305712,1.9421426666666668,0.77826
2.4272772,2.022731,0.73580945
2.5319912,2.109992666666667,0.89617818
2.6228744,2.185728666666667,0.58959091
2.7329972,2.2774976666666666,0.91504509
2.8263536,2.355294666666667,0.78297673
2.9250885,2.4375737500000003,0.55185709
3.0314399,2.5261999166666667,0.77826
3.1356276,2.613023,0.89617818
3.2365787,2.697148916666667,0.49525636
3.3332683,2.777723583333333,0.74052618
3.4259512,2.8549593333333334,0.985796
3.5257563,2.93813025,0.68864218
3.6295976,3.024664666666667,0.89617818
3.7231654,3.1026378333333335,1.02352982
3.820311,3.1835925,0.69335891
3.9277548,3.2731290000000004,0.61789127
4.0206144,3.3505120000000006,0.830144
4.1134012,3.4278343333333336,0.64619164
4.2231506,3.519292166666667,0.674492
4.326799,3.6056658333333336,0.71694255
4.4322103,3.6935085833333337,0.76882655
4.538121,3.7817675000000004,0.57544073
4.6437677,3.8698064166666666,0.68864218
4.7361805,3.9468170833333334,0.64619164
4.8330957,4.02757975,0.94334545
4.9265023,4.105418583333334,0.933912
5.0335066,4.194588833333333,0.882028
5.1320553,4.276712750000001,0.84429418
5.2285959,4.35716325,0.74052618
5.3272786,4.439398833333334,0.76410982
5.4389429,4.532452416666667,0.65562509
5.5258871,4.6049059166666675,0.64147491
5.639694,4.699745000000001,0.58487418
5.7408437,4.784036416666667,0.56129055
5.8434958,4.869579833333334,0.44337236
5.9163372,4.930281,0.48110618
6.0165552,5.013796,0.52827345
6.1607486,5.133957166666667,0.76882655
6.2343382,5.1952818333333335,0.67920873
6.3217983,5.26816525,0.72165927
6.4271891,5.355990916666666,0.66505855
6.5128744,5.427395333333334,0.91976182
6.6175933,5.514661083333333,0.985796
6.7230395,5.602532916666666,0.50940655
6.8441587,5.703465583333334,0.22168618
6.9187796,5.765649666666667,0.67920873
7.0241627,5.8534689166666665,0.92447855
7.1742866,5.978572166666667,0.89146145
7.2660441,6.05503675,0.68864218
7.356938,6.1307816666666675,0.51412327
7.445701,6.204750833333334,0.48582291
7.5350347,6.279195583333333,0.38677164
7.6233994,6.352832833333334,0.58959091
7.7216919,6.43474325,0.66977527
7.8152515,6.512709583333333,0.60374109
7.9250044,6.604170333333333,0.66977527
8.0309383,6.692448583333334,0.49997309
8.1212899,6.7677415833333345,0.54714036
8.2131094,6.844257833333334,0.42922218
8.3219832,6.934986,0.47638945
8.4159122,7.013260166666666,0.51884
8.5423641,7.11863675,0.49053964
8.6220328,7.185027333333333,0.47167273
8.7177929,7.264827416666666,0.48110618
8.813105,7.344254166666667,0.55185709
8.9427357,7.452279750000001,0.65562509
9.0231917,7.519326416666667,0.60374109
9.1190494,7.599207833333334,0.58487418
9.2337755,7.694812916666667,0.53299018
9.3288478,7.774039833333334,0.49053964
9.4307612,7.858967666666667,0.38205491
9.5356987,7.946415583333333,0.674492
9.6376023,8.03133525,0.73109273
9.7385474,8.115456166666666,0.80184364
9.8402072,8.200172666666667,0.76410982
9.9690317,8.307526416666667,0.80656036
10.0752092,8.396007666666668,0.58487418
10.1825189,8.485432416666667,0.622608
10.2156843,8.51307025,0.80184364
10.3737192,8.644766,0.81599382
10.4823368,8.735280666666668,0.81127709
10.5132849,8.76107075,0.77354327
10.6758138,8.8965115,0.31602073
10.7851606,8.987633833333334,0.32545418
10.8108634,9.009052833333334,0.57544073
10.981201,9.151000833333335,0.42922218
11.0119175,9.176597916666667,0.45752255
11.1795487,9.316290583333334,0.32545418
11.2917156,9.409763,0.57544073
11.3196359,9.433029916666667,0.65090836
11.4919371,9.57661425,0.58487418
11.5195017,9.59958475,0.60374109
11.6922324,9.743527,0.38677164
11.7168522,9.7640435,0.415072
11.8934812,9.911234333333335,0.77826
11.9171542,9.930961833333335,0.56129055
12.0170297,10.014191416666668,0.33960436
12.1846622,10.153885166666667,0.39620509
12.2152463,10.179371916666668,0.75467636
12.3877184,10.323098666666668,0.45280582
12.4862482,10.405206833333335,0.56600727
12.5134534,10.427877833333334,0.69335891
12.6917373,10.57644775,0.43393891
12.7925796,10.660483000000001,0.47638945
12.8184788,10.682065666666666,0.42450545
12.912979,10.760815833333334,0.52355673
13.0121249,10.843437416666667,0.61317455
13.1877618,10.9898015,0.64619164
13.2131871,11.010989250000002,0.73109273
13.3109747,11.092478916666666,0.82071055
13.4908208,11.242350666666667,0.67920873
13.5198654,11.266554500000002,0.69807564
13.6196301,11.34969175,0.77826
13.8000129,11.500010750000001,0.58487418
13.8260798,11.521733166666667,0.55657382
13.9195448,11.599620666666668,0.69807564
14.0177746,11.681478833333333,0.59430764
14.1186741,11.76556175,0.49997309
14.2993063,11.916088583333334,0.51884
14.3251902,11.9376585,0.68864218
14.4424103,12.035341916666667,0.75939309
14.5416676,12.118056333333334,0.67920873
14.6682612,12.223551,0.570724
14.794099,12.328415833333333,0.38677164
14.8208775,12.35073125,0.16980218
14.9156226,12.429685500000001,0.39148836
15.0149148,12.512429000000001,0.28772036
15.1262298,12.605191500000002,0.21225273
15.2257248,12.688104000000001,0.56600727
15.3456772,12.788064333333335,0.65090836
15.4454916,12.871243000000002,0.50468982
15.5658021,12.971501750000002,0.77826
15.6702549,13.05854575,0.76410982
15.7946766,13.162230500000001,0.62732473
15.8978393,13.248199416666667,0.43865564
16.004907,13.3374225,0.44337236
16.031895,13.3599125,0.63675818
16.1297772,13.441481,0.674492
16.2286806,13.523900500000002,0.48582291
16.3277753,13.606479416666666,0.66034182
16.4258052,13.688171,0.74995964
16.5213865,13.767822083333332,0.77826
16.6192234,13.849352833333333,0.63204145
16.7200772,13.933397666666666,0.54242364
16.8458168,14.038180666666669,0.56129055
16.974557,14.145464166666669,0.73109273
17.0139362,14.178280166666667,0.78769345
17.1140274,14.261689500000001,0.77354327
17.2139799,14.344983249999999,0.78297673
17.3135376,14.427948,0.47638945
17.4119355,14.509946249999999,0.47638945
17.5125404,14.593783666666667,0.43865564
17.6117931,14.676494250000001,0.37262145
17.7119722,14.759976833333335,0.44337236
17.819605,14.849670833333333,0.61317455
17.9193817,14.932818083333332,0.59430764
18.0185767,15.015480583333334,0.68864218
18.1192108,15.099342333333334,0.47638945
18.2206385,15.183865416666666,0.29243709
18.3219322,15.268276833333333,0.50468982
18.4241151,15.353429250000001,0.56600727
18.5262421,15.438535083333335,0.54714036
18.6303369,15.52528075,0.39148836
18.7342967,15.61191391666667,0.81599382
18.8380446,15.698370500000001,0.58015745
18.9432824,15.786068666666669,0.56600727
19.078003,15.898335833333332,0.46223927
19.1859173,15.988264416666667,0.33960436
19.2958688,16.079890666666667,0.363188
19.4049243,16.17077025,0.55185709
19.4235093,16.18625775,0.49997309
19.5140361,16.26169675,0.27828691
19.6256019,16.35466825,0.41978873
19.7323746,16.443645500000002,0.45280582
19.8403544,16.533628666666665,0.61789127
19.9474429,16.622869083333335,0.65090836
20.0545587,16.712132250000003,0.58959091
20.1597849,16.79982075,0.53299018
20.2721114,16.893426166666668,0.43865564
20.4146513,17.012209416666668,0.46223927
20.4461714,17.03847616666667,0.36790473
20.5535199,17.12793325,0.59902436
20.6647125,17.220593750000003,0.69807564
20.7759324,17.313277,0.49997309
20.8879968,17.406664,0.37733818
21.0023517,17.50195975,0.32545418
21.0154932,17.512911000000003,0.44337236
21.1157372,17.59644766666667,0.33488764
21.2200253,17.683354416666667,0.155652
21.3284647,17.773720583333336,0.54242364
21.4164163,17.847013583333336,0.64619164
21.5699318,17.974943166666666,0.53770691
21.6841821,18.07015175,0.49525636
21.8017164,18.168097,0.51884
21.8338849,18.194904083333334,0.42922218
21.93961,18.28300833333333,0.27357018
22.0512745,18.376062083333334,0.54242364
22.1657808,18.471484,0.73580945
22.2109401,18.50911675,0.61317455
22.3198675,18.599889583333336,0.60845782
22.4195939,18.682994916666665,0.49997309
22.528997,18.77416416666667,0.67920873
22.6406196,18.867183,0.50468982
22.7540086,18.961673833333332,0.415072
22.8683119,19.056926583333333,0.61789127
22.9908405,19.159033750000003,0.66034182
23.1345654,19.2788045,0.45280582
23.2486596,19.373883,0.57544073
23.3622151,19.468512583333336,0.51412327
23.474699,19.562249166666668,0.25470327
23.5938206,19.66151716666667,0.53770691
23.6279282,19.689940166666666,0.48110618
23.7387475,19.782289583333334,0.45752255
23.8545778,19.878814833333337,0.415072
23.9730119,19.977509916666666,0.49053964
24.0114976,20.009581333333333,0.58487418
24.1162007,20.096833916666668,0.37262145
24.2333837,20.194486416666667,0.40092182
24.3828591,20.319049250000003,0.54242364
24.4175862,20.3479885,0.61789127
24.5308972,20.442414333333332,0.63675818
24.647864,20.539886666666668,0.65562509
24.770366,20.641971666666667,0.15093527
24.8188481,20.682373416666668,0.30187055
24.9216928,20.768077333333334,0.622608
25.0226363,20.852196916666667,0.71222582
25.1747315,20.978942916666668,0.47638945
25.2966506,21.080542166666667,0.44808909
25.4238207,21.18651725,0.72165927
25.5766808,21.313900666666665,0.85844436
